"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"09.01.2023 12:00 - 09.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","4627","n/e","n/e"
"09.01.2023 13:00 - 09.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","4623","n/e","n/e"
"09.01.2023 14:00 - 09.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","4563","n/e","n/e"
"09.01.2023 15:00 - 09.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","4416","n/e","n/e"
"09.01.2023 16:00 - 09.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","4158","n/e","n/e"
"09.01.2023 17:00 - 09.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","3777","n/e","n/e"
"09.01.2023 18:00 - 09.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","3355","n/e","n/e"
"09.01.2023 19:00 - 09.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","2954","n/e","n/e"
"09.01.2023 20:00 - 09.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","2549","n/e","n/e"
"09.01.2023 21:00 - 09.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","2168","n/e","n/e"
"09.01.2023 22:00 - 09.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1875","n/e","n/e"
"09.01.2023 23:00 - 10.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1659","n/e","n/e"
"10.01.2023 00:00 - 10.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1555","n/e","n/e"
"10.01.2023 01:00 - 10.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","2780","n/e","n/e"
"10.01.2023 02:00 - 10.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","3204","n/e","n/e"
"10.01.2023 03:00 - 10.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","3447","n/e","n/e"
"10.01.2023 04:00 - 10.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","3718","n/e","n/e"
"10.01.2023 05:00 - 10.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","4031","n/e","n/e"
"10.01.2023 06:00 - 10.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","4274","n/e","n/e"
"10.01.2023 07:00 - 10.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","4394","n/e","n/e"
"10.01.2023 08:00 - 10.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","4452","n/e","n/e"
"10.01.2023 09:00 - 10.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","4553","n/e","n/e"
"10.01.2023 10:00 - 10.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","4700","n/e","n/e"
"10.01.2023 11:00 - 10.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","4822","n/e","n/e"
"10.01.2023 12:00 - 10.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","4858","n/e","n/e"
"10.01.2023 13:00 - 10.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","4780","n/e","n/e"
"10.01.2023 14:00 - 10.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","4574","n/e","n/e"
"10.01.2023 15:00 - 10.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","4305","n/e","n/e"
"10.01.2023 16:00 - 10.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","4070","n/e","n/e"
"10.01.2023 17:00 - 10.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","3940","n/e","n/e"
"10.01.2023 18:00 - 10.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","3865","n/e","n/e"
"10.01.2023 19:00 - 10.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","3822","n/e","n/e"
"10.01.2023 20:00 - 10.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","3828","n/e","n/e"
"10.01.2023 21:00 - 10.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","3899","n/e","n/e"
"10.01.2023 22:00 - 10.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","3993","n/e","n/e"
"10.01.2023 23:00 - 11.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","4074","n/e","n/e"
"11.01.2023 00:00 - 11.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","4167","n/e","n/e"
"11.01.2023 01:00 - 11.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","3898","n/e","n/e"
"11.01.2023 02:00 - 11.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","4032","n/e","n/e"
"11.01.2023 03:00 - 11.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","4105","n/e","n/e"
"11.01.2023 04:00 - 11.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","4135","n/e","n/e"
"11.01.2023 05:00 - 11.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","4145","n/e","n/e"
"11.01.2023 06:00 - 11.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","4246","n/e","n/e"
"11.01.2023 07:00 - 11.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","4435","n/e","n/e"
"11.01.2023 08:00 - 11.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","4614","n/e","n/e"
"11.01.2023 09:00 - 11.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","4660","n/e","n/e"
"11.01.2023 10:00 - 11.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","4583","n/e","n/e"
"11.01.2023 11:00 - 11.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","4491","n/e","n/e"
"11.01.2023 12:00 - 11.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","4479","n/e","n/e"
"11.01.2023 13:00 - 11.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","4595","n/e","n/e"
"11.01.2023 14:00 - 11.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","4728","n/e","n/e"
"11.01.2023 15:00 - 11.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","4818","n/e","n/e"
"11.01.2023 16:00 - 11.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","4837","n/e","n/e"
"11.01.2023 17:00 - 11.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","4839","n/e","n/e"
"11.01.2023 18:00 - 11.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","4864","n/e","n/e"
"11.01.2023 19:00 - 11.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","4897","n/e","n/e"
"11.01.2023 20:00 - 11.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","4880","n/e","n/e"
"11.01.2023 21:00 - 11.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","4778","n/e","n/e"
"11.01.2023 22:00 - 11.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","4587","n/e","n/e"
"11.01.2023 23:00 - 12.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","4322","n/e","n/e"
"12.01.2023 00:00 - 12.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","4010","n/e","n/e"
"12.01.2023 01:00 - 12.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","3655","n/e","n/e"
"12.01.2023 02:00 - 12.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","3799","n/e","n/e"
"12.01.2023 03:00 - 12.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","3848","n/e","n/e"
"12.01.2023 04:00 - 12.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","3895","n/e","n/e"
"12.01.2023 05:00 - 12.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","3956","n/e","n/e"
"12.01.2023 06:00 - 12.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","4023","n/e","n/e"
"12.01.2023 07:00 - 12.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","4082","n/e","n/e"
"12.01.2023 08:00 - 12.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","4222","n/e","n/e"
"12.01.2023 09:00 - 12.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","4410","n/e","n/e"
"12.01.2023 10:00 - 12.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","4556","n/e","n/e"
"12.01.2023 11:00 - 12.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","4647","n/e","n/e"
"12.01.2023 12:00 - 12.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","4739","n/e","n/e"
"12.01.2023 13:00 - 12.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","4807","n/e","n/e"
"12.01.2023 14:00 - 12.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","4858","n/e","n/e"
"12.01.2023 15:00 - 12.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","4906","n/e","n/e"
"12.01.2023 16:00 - 12.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","4930","n/e","n/e"
"12.01.2023 17:00 - 12.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","4933","n/e","n/e"
"12.01.2023 18:00 - 12.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","4942","n/e","n/e"
"12.01.2023 19:00 - 12.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","4974","n/e","n/e"
"12.01.2023 20:00 - 12.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","4999","n/e","n/e"
"12.01.2023 21:00 - 12.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","5023","n/e","n/e"
"12.01.2023 22:00 - 12.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","5042","n/e","n/e"
"12.01.2023 23:00 - 13.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","5052","n/e","n/e"
"13.01.2023 00:00 - 13.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","5050","n/e","n/e"
"13.01.2023 01:00 - 13.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 02:00 - 13.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 03:00 - 13.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 04:00 - 13.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 05:00 - 13.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 06:00 - 13.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 07:00 - 13.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 08:00 - 13.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 09:00 - 13.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 10:00 - 13.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 11:00 - 13.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 12:00 - 13.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 13:00 - 13.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 14:00 - 13.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 15:00 - 13.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 16:00 - 13.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 17:00 - 13.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 18:00 - 13.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 19:00 - 13.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 20:00 - 13.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 21:00 - 13.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 22:00 - 13.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"13.01.2023 23:00 - 14.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 00:00 - 14.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 01:00 - 14.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 02:00 - 14.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 03:00 - 14.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 04:00 - 14.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 05:00 - 14.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 06:00 - 14.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 07:00 - 14.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 08:00 - 14.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 09:00 - 14.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 10:00 - 14.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 11:00 - 14.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 12:00 - 14.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 13:00 - 14.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 14:00 - 14.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 15:00 - 14.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 16:00 - 14.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 17:00 - 14.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 18:00 - 14.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 19:00 - 14.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 20:00 - 14.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 21:00 - 14.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 22:00 - 14.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"14.01.2023 23:00 - 15.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"15.01.2023 00:00 - 15.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"15.01.2023 01:00 - 15.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","4289","n/e","n/e"
"15.01.2023 02:00 - 15.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","4350","n/e","n/e"
"15.01.2023 03:00 - 15.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","4358","n/e","n/e"
"15.01.2023 04:00 - 15.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","4341","n/e","n/e"
"15.01.2023 05:00 - 15.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","4184","n/e","n/e"
"15.01.2023 06:00 - 15.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","3906","n/e","n/e"
"15.01.2023 07:00 - 15.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","3542","n/e","n/e"
"15.01.2023 08:00 - 15.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","3182","n/e","n/e"
"15.01.2023 09:00 - 15.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2886","n/e","n/e"
"15.01.2023 10:00 - 15.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","2620","n/e","n/e"
"15.01.2023 11:00 - 15.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2383","n/e","n/e"
"15.01.2023 12:00 - 15.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2171","n/e","n/e"
"15.01.2023 13:00 - 15.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1981","n/e","n/e"
"15.01.2023 14:00 - 15.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1811","n/e","n/e"
"15.01.2023 15:00 - 15.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1647","n/e","n/e"
"15.01.2023 16:00 - 15.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1527","n/e","n/e"
"15.01.2023 17:00 - 15.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1469","n/e","n/e"
"15.01.2023 18:00 - 15.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1457","n/e","n/e"
"15.01.2023 19:00 - 15.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1441","n/e","n/e"
"15.01.2023 20:00 - 15.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1372","n/e","n/e"
"15.01.2023 21:00 - 15.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1300","n/e","n/e"
"15.01.2023 22:00 - 15.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1295","n/e","n/e"
"15.01.2023 23:00 - 16.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1334","n/e","n/e"
"16.01.2023 00:00 - 16.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1371","n/e","n/e"
"16.01.2023 01:00 - 16.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1541","n/e","n/e"
"16.01.2023 02:00 - 16.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1691","n/e","n/e"
"16.01.2023 03:00 - 16.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1880","n/e","n/e"
"16.01.2023 04:00 - 16.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1850","n/e","n/e"
"16.01.2023 05:00 - 16.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1770","n/e","n/e"
"16.01.2023 06:00 - 16.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1645","n/e","n/e"
"16.01.2023 07:00 - 16.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1488","n/e","n/e"
"16.01.2023 08:00 - 16.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1333","n/e","n/e"
"16.01.2023 09:00 - 16.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1134","n/e","n/e"
"16.01.2023 10:00 - 16.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","931","n/e","n/e"
"16.01.2023 11:00 - 16.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","779","n/e","n/e"
"16.01.2023 12:00 - 16.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","671","n/e","n/e"
"16.01.2023 13:00 - 16.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","586","n/e","n/e"
"16.01.2023 14:00 - 16.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","513","n/e","n/e"
"16.01.2023 15:00 - 16.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","470","n/e","n/e"
"16.01.2023 16:00 - 16.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","454","n/e","n/e"
"16.01.2023 17:00 - 16.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","449","n/e","n/e"
"16.01.2023 18:00 - 16.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","456","n/e","n/e"
"16.01.2023 19:00 - 16.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","464","n/e","n/e"
"16.01.2023 20:00 - 16.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","465","n/e","n/e"
"16.01.2023 21:00 - 16.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","464","n/e","n/e"
"16.01.2023 22:00 - 16.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","473","n/e","n/e"
"16.01.2023 23:00 - 17.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","485","n/e","n/e"
"17.01.2023 00:00 - 17.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","496","n/e","n/e"
"17.01.2023 01:00 - 17.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","214","n/e","n/e"
"17.01.2023 02:00 - 17.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","228","n/e","n/e"
"17.01.2023 03:00 - 17.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","264","n/e","n/e"
"17.01.2023 04:00 - 17.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","308","n/e","n/e"
"17.01.2023 05:00 - 17.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","337","n/e","n/e"
"17.01.2023 06:00 - 17.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","367","n/e","n/e"
"17.01.2023 07:00 - 17.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","426","n/e","n/e"
"17.01.2023 08:00 - 17.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","517","n/e","n/e"
"17.01.2023 09:00 - 17.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","622","n/e","n/e"
"17.01.2023 10:00 - 17.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","707","n/e","n/e"
"17.01.2023 11:00 - 17.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","772","n/e","n/e"
"17.01.2023 12:00 - 17.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","819","n/e","n/e"
"17.01.2023 13:00 - 17.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","862","n/e","n/e"
"17.01.2023 14:00 - 17.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","915","n/e","n/e"
"17.01.2023 15:00 - 17.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","960","n/e","n/e"
"17.01.2023 16:00 - 17.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1011","n/e","n/e"
"17.01.2023 17:00 - 17.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1075","n/e","n/e"
"17.01.2023 18:00 - 17.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1159","n/e","n/e"
"17.01.2023 19:00 - 17.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1246","n/e","n/e"
"17.01.2023 20:00 - 17.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1282","n/e","n/e"
"17.01.2023 21:00 - 17.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1296","n/e","n/e"
"17.01.2023 22:00 - 17.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1307","n/e","n/e"
"17.01.2023 23:00 - 18.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1333","n/e","n/e"
"18.01.2023 00:00 - 18.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1375","n/e","n/e"
"18.01.2023 01:00 - 18.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 02:00 - 18.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 03:00 - 18.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 04:00 - 18.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 05:00 - 18.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 06:00 - 18.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 07:00 - 18.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 08:00 - 18.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 09:00 - 18.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 10:00 - 18.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 11:00 - 18.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 12:00 - 18.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 13:00 - 18.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 14:00 - 18.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 15:00 - 18.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 16:00 - 18.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 17:00 - 18.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.01.2023 18:00 - 18.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
